CustomerName,Gender,Tenure,MonthlyCharges,TotalCharges,Contract,Churn,Tenure_Years,Churn_Flag,Risk
Customer_2108,Female,2,106.25,189.26,One year,Yes,0.17,1,High Risk
Customer_2109,Female,5,100.98,565.01,month to month,No,0.42,0,High Risk
Customer_2110,Female,4,32.8,86.76,month to month,No,0.33,0,Medium Risk
Customer_2111,Male,36,95.52,3310.3,month to month,No,3.0,0,Low Risk
Customer_2112,Male,6,41.45,282.36,Month-to-month,No,0.5,0,Medium Risk
Customer_2113,Male,21,117.74,2501.2,Two year,No,1.75,0,Medium Risk
Customer_2114,Female,26,25.21,689.1,Two year,Yes,2.17,1,Low Risk
Customer_2115,Male,55,55.21,3026.22,Two year,No,4.58,0,Low Risk
Customer_2116,Female,39,62.86,2524.89,Month-to-month,No,3.25,0,Low Risk
Customer_2117,Male,33,102.42,3423.14,Month-to-month,No,2.75,0,Low Risk
Customer_2118,Male,14,96.62,1393.93,One year,Yes,1.17,1,Medium Risk
Customer_2119,Female,56,57.5,3226.08,One year,Yes,4.67,1,Low Risk
Customer_2120,Female,21,76.56,1540.41,One year,Yes,1.75,1,Medium Risk
Customer_2121,Female,46,103.56,4767.14,month to month,No,3.83,0,Low Risk
Customer_2122,Male,16,21.82,367.09,Two year,Yes,1.33,1,Medium Risk
Customer_2123,Male,16,100.22,1705.16,Month-to-month,Yes,1.33,1,Medium Risk
Customer_2124,Male,29,114.69,3339.31,One year,Yes,2.42,1,Low Risk
Customer_2125,Male,8,23.21,133.38,month to month,No,0.67,0,Medium Risk
Customer_2126,Female,3,24.56,97.04,Month-to-month,Yes,0.25,1,Medium Risk
Customer_2127,Male,19,54.45,1097.43,month to month,Yes,1.58,1,Medium Risk
Customer_2128,Male,66,28.78,1984.91,month to month,Yes,5.5,1,Low Risk
Customer_2129,Male,22,67.93,1489.11,month to month,No,1.83,0,Medium Risk
Customer_2130,Female,46,92.87,4262.04,Two year,Yes,3.83,1,Low Risk
Customer_2131,Female,13,76.69,926.4,Month-to-month,No,1.08,0,Medium Risk
Customer_2132,Female,33,39.64,1277.95,Month-to-month,Yes,2.75,1,Low Risk
Customer_2133,Female,5,85.48,449.04,month to month,Yes,0.42,1,High Risk
Customer_2134,Male,27,88.49,2313.04,Two year,Yes,2.25,1,Low Risk
Customer_2135,Male,24,113.24,2820.14,month to month,No,2.0,0,Low Risk
Customer_2136,Female,67,34.68,2305.73,One year,No,5.58,0,Low Risk
Customer_2137,Female,63,89.23,5627.51,Month-to-month,No,5.25,0,Low Risk
Customer_2138,Female,48,111.14,5351.83,Month-to-month,No,4.0,0,Low Risk
Customer_2139,Female,63,70.16,4476.54,Two year,Yes,5.25,1,Low Risk
Customer_2140,Male,12,56.18,687.5,Month-to-month,Yes,1.0,1,Medium Risk
Customer_2141,Male,28,37.07,984.55,Month-to-month,Yes,2.33,1,Low Risk
Customer_2142,Female,44,106.68,4715.01,Month-to-month,No,3.67,0,Low Risk
Customer_2143,Female,43,59.42,2611.41,Two year,Yes,3.58,1,Low Risk
Customer_2144,Male,17,112.49,1867.6,month to month,Yes,1.42,1,Medium Risk
Customer_2145,Male,40,104.78,4231.2,Month-to-month,Yes,3.33,1,Low Risk
Customer_2146,Male,49,57.66,2838.05,month to month,Yes,4.08,1,Low Risk
Customer_2147,Female,57,77.39,4415.99,Two year,Yes,4.75,1,Low Risk
Customer_2148,Male,64,22.72,1422.08,month to month,Yes,5.33,1,Low Risk
Customer_2149,Male,57,46.32,2629.13,One year,No,4.75,0,Low Risk
Customer_2150,Male,70,91.03,6394.03,Month-to-month,No,5.83,0,Low Risk
Customer_2151,Male,43,87.79,3753.76,Two year,Yes,3.58,1,Low Risk
Customer_2152,Male,23,55.34,1223.86,Two year,No,1.92,0,Medium Risk
Customer_2153,Male,27,100.86,2672.21,month to month,Yes,2.25,1,Low Risk
Customer_2154,Male,58,43.58,2541.69,Month-to-month,No,4.83,0,Low Risk
Customer_2155,Female,37,66.13,2471.27,Two year,No,3.08,0,Low Risk
Customer_2156,Female,6,67.25,400.12,One year,Yes,0.5,1,Medium Risk
Customer_2157,Female,65,54.08,3605.96,month to month,Yes,5.42,1,Low Risk
Customer_2158,Female,6,115.47,607.79,One year,No,0.5,0,High Risk
Customer_2159,Male,50,89.67,4502.49,One year,Yes,4.17,1,Low Risk
Customer_2160,Female,22,73.92,1534.2,month to month,No,1.83,0,Medium Risk
Customer_2161,Male,25,71.05,1771.06,One year,No,2.08,0,Low Risk
Customer_2162,Male,51,35.93,1844.93,month to month,No,4.25,0,Low Risk
Customer_2163,Female,48,57.22,2737.73,month to month,No,4.0,0,Low Risk
Customer_2164,Female,70,87.28,6011.99,Two year,Yes,5.83,1,Low Risk
Customer_2165,Male,65,112.46,7305.14,Two year,Yes,5.42,1,Low Risk
Customer_2166,Female,60,101.65,6099.15,One year,Yes,5.0,1,Low Risk
Customer_2167,Male,46,50.04,2104.02,One year,No,3.83,0,Low Risk
Customer_2168,Male,36,63.4,2211.05,One year,Yes,3.0,1,Low Risk
Customer_2169,Male,58,28.29,1712.87,One year,No,4.83,0,Low Risk
Customer_2170,Female,38,30.22,1022.47,One year,Yes,3.17,1,Low Risk
Customer_2171,Female,11,67.02,672.42,Two year,Yes,0.92,1,Medium Risk
Customer_2172,Female,12,73.02,885.05,One year,Yes,1.0,1,Medium Risk
Customer_2173,Female,42,46.4,1964.33,One year,Yes,3.5,1,Low Risk
Customer_2174,Female,39,84.28,3362.52,Month-to-month,No,3.25,0,Low Risk
Customer_2175,Male,71,90.34,6423.8,month to month,Yes,5.92,1,Low Risk
Customer_2176,Female,11,49.91,543.93,month to month,No,0.92,0,Medium Risk
Customer_2177,Female,36,95.84,3472.46,Two year,Yes,3.0,1,Low Risk
Customer_2178,Female,52,40.56,1992.06,month to month,No,4.33,0,Low Risk
Customer_2179,Female,31,74.43,2256.95,One year,No,2.58,0,Low Risk
Customer_2180,Female,33,100.43,3255.42,month to month,Yes,2.75,1,Low Risk
Customer_2181,Male,13,73.7,1005.7,Two year,No,1.08,0,Medium Risk
Customer_2182,Male,18,110.8,2059.4,month to month,No,1.5,0,Medium Risk
Customer_2183,Male,41,25.85,1153.1,month to month,No,3.42,0,Low Risk
Customer_2184,Female,58,78.83,4600.62,Month-to-month,No,4.83,0,Low Risk
Customer_2185,Male,56,76.18,4310.68,Month-to-month,Yes,4.67,1,Low Risk
Customer_2186,Female,24,86.04,2069.66,One year,No,2.0,0,Low Risk
Customer_2187,Female,31,103.34,3178.57,month to month,No,2.58,0,Low Risk
Customer_2188,Male,55,92.59,5038.47,One year,No,4.58,0,Low Risk
Customer_2189,Female,10,99.03,931.84,month to month,No,0.83,0,High Risk
Customer_2190,Male,60,48.88,2864.24,One year,No,5.0,0,Low Risk
Customer_2191,Female,2,58.75,154.06,One year,Yes,0.17,1,Medium Risk
Customer_2192,Female,15,82.68,1219.7,month to month,Yes,1.25,1,Medium Risk
Customer_2193,Female,3,75.35,189.87,Month-to-month,No,0.25,0,High Risk
Customer_2194,Female,43,116.11,4891.37,Two year,No,3.58,0,Low Risk
Customer_2195,Male,31,38.68,2104.02,One year,Yes,2.58,1,Low Risk
Customer_2196,Female,70,55.13,3844.74,Two year,Yes,5.83,1,Low Risk
Customer_2197,Male,67,77.28,5100.94,month to month,Yes,5.58,1,Low Risk
Customer_2198,Female,56,106.8,6113.8,One year,Yes,4.67,1,Low Risk
Customer_2199,Male,63,112.93,7047.57,month to month,Yes,5.25,1,Low Risk
Customer_2200,Male,15,53.6,861.63,One year,No,1.25,0,Medium Risk
Customer_2201,Female,10,26.71,261.07,Month-to-month,Yes,0.83,1,Medium Risk
Customer_2202,Female,38,62.16,2333.76,One year,No,3.17,0,Low Risk
Customer_2203,Male,47,59.43,2780.74,One year,No,3.92,0,Low Risk
Customer_2204,Male,57,118.65,6763.75,One year,Yes,4.75,1,Low Risk
Customer_2205,Male,50,63.11,3166.83,month to month,No,4.17,0,Low Risk
Customer_2206,Female,71,50.57,3541.37,Month-to-month,Yes,5.92,1,Low Risk
Customer_2207,Male,15,56.54,876.07,month to month,No,1.25,0,Medium Risk
Customer_2208,Male,18,59.69,1060.45,Two year,Yes,1.5,1,Medium Risk
Customer_2209,Male,2,102.15,137.74,Month-to-month,Yes,0.17,1,High Risk
Customer_2210,Female,43,28.1,1186.91,One year,No,3.58,0,Low Risk
Customer_2211,Female,26,51.65,1413.88,One year,No,2.17,0,Low Risk
Customer_2212,Female,71,116.63,8291.7,One year,Yes,5.92,1,Low Risk
Customer_2213,Female,38,35.31,1342.01,Two year,No,3.17,0,Low Risk
Customer_2214,Female,42,94.26,3939.03,Two year,Yes,3.5,1,Low Risk
Customer_2215,Female,5,55.64,262.24,One year,No,0.42,0,Medium Risk
Customer_2216,Male,11,78.18,870.99,One year,Yes,0.92,1,High Risk
Customer_2217,Male,65,29.95,1933.48,Two year,Yes,5.42,1,Low Risk
Customer_2218,Male,34,50.64,1744.47,month to month,No,2.83,0,Low Risk
Customer_2219,Male,1,70.09,86.25,Month-to-month,No,0.08,0,High Risk
Customer_2220,Male,2,43.17,26.69,Month-to-month,Yes,0.17,1,Medium Risk
Customer_2221,Male,20,74.19,1510.19,Two year,No,1.67,0,Medium Risk
Customer_2222,Male,61,41.98,2513.05,Two year,No,5.08,0,Low Risk
Customer_2223,Male,21,85.01,1735.42,month to month,Yes,1.75,1,Medium Risk
Customer_2224,Male,68,110.44,7508.66,One year,Yes,5.67,1,Low Risk
Customer_2225,Male,12,28.55,355.51,Two year,No,1.0,0,Medium Risk
Customer_2226,Female,22,41.66,947.27,month to month,Yes,1.83,1,Medium Risk
Customer_2227,Female,20,104.44,1980.98,Two year,Yes,1.67,1,Medium Risk
Customer_2228,Male,1,83.16,122.62,One year,Yes,0.08,1,High Risk
Customer_2229,Female,30,27.87,856.73,Two year,Yes,2.5,1,Low Risk
Customer_2230,Female,24,68.64,1611.05,One year,No,2.0,0,Low Risk
Customer_2231,Female,14,40.98,561.9,month to month,Yes,1.17,1,Medium Risk
Customer_2232,Female,36,39.91,1446.66,Month-to-month,No,3.0,0,Low Risk
Customer_2233,Male,69,114.06,7695.65,month to month,Yes,5.75,1,Low Risk
Customer_2234,Female,24,96.15,2245.05,Month-to-month,Yes,2.0,1,Low Risk
Customer_2235,Female,60,89.62,5435.26,month to month,Yes,5.0,1,Low Risk
Customer_2236,Female,55,43.89,2383.83,Month-to-month,No,4.58,0,Low Risk
Customer_2237,Male,24,31.86,760.34,month to month,Yes,2.0,1,Low Risk
Customer_2238,Male,24,107.08,2564.09,One year,Yes,2.0,1,Low Risk
Customer_2239,Male,54,20.59,1147.59,Month-to-month,Yes,4.5,1,Low Risk
Customer_2240,Male,26,58.81,1508.73,Month-to-month,No,2.17,0,Low Risk
Customer_2241,Male,66,47.76,3136.05,One year,Yes,5.5,1,Low Risk
Customer_2242,Male,38,77.04,2937.05,One year,No,3.17,0,Low Risk
Customer_2243,Female,65,45.05,2970.58,Month-to-month,No,5.42,0,Low Risk
Customer_2244,Female,51,51.12,2665.27,Month-to-month,Yes,4.25,1,Low Risk
Customer_2245,Male,35,105.0,3659.05,Month-to-month,Yes,2.92,1,Low Risk
Customer_2246,Male,43,80.32,3429.22,Two year,Yes,3.58,1,Low Risk
Customer_2247,Male,29,34.57,995.22,month to month,Yes,2.42,1,Low Risk
Customer_2248,Female,37,92.65,3494.8,One year,Yes,3.08,1,Low Risk
Customer_2249,Female,58,40.75,2402.41,One year,Yes,4.83,1,Low Risk
Customer_2250,Male,54,63.3,3394.21,month to month,Yes,4.5,1,Low Risk
Customer_2251,Male,39,84.66,3221.04,One year,Yes,3.25,1,Low Risk
Customer_2252,Female,42,47.19,2037.33,One year,Yes,3.5,1,Low Risk
Customer_2253,Male,28,58.41,1696.44,Month-to-month,Yes,2.33,1,Low Risk
Customer_2254,Male,29,93.41,2653.34,One year,No,2.42,0,Low Risk
Customer_2255,Male,43,113.79,4870.71,Two year,No,3.58,0,Low Risk
Customer_2256,Male,3,72.92,262.59,Two year,Yes,0.25,1,High Risk
Customer_2257,Male,10,21.0,229.29,Month-to-month,No,0.83,0,Medium Risk
Customer_2258,Male,59,53.85,3077.43,Month-to-month,Yes,4.92,1,Low Risk
Customer_2259,Female,14,59.86,781.64,One year,No,1.17,0,Medium Risk
Customer_2260,Female,47,53.92,2563.32,Month-to-month,No,3.92,0,Low Risk
Customer_2261,Female,42,63.63,2104.02,Month-to-month,No,3.5,0,Low Risk
Customer_2262,Male,32,83.27,2697.94,month to month,No,2.67,0,Low Risk
Customer_2263,Male,32,32.11,1066.55,Month-to-month,Yes,2.67,1,Low Risk
Customer_2264,Female,42,47.26,1997.01,Two year,Yes,3.5,1,Low Risk
Customer_2265,Female,32,70.76,2285.34,One year,Yes,2.67,1,Low Risk
Customer_2266,Female,26,51.56,1312.08,Month-to-month,Yes,2.17,1,Low Risk
Customer_2267,Female,1,119.11,124.82,month to month,No,0.08,0,High Risk
Customer_2268,Female,56,63.14,3551.51,One year,No,4.67,0,Low Risk
Customer_2269,Male,2,106.98,299.26,One year,Yes,0.17,1,High Risk
Customer_2270,Male,30,109.65,3248.27,One year,No,2.5,0,Low Risk
Customer_2271,Male,71,103.6,7391.79,month to month,Yes,5.92,1,Low Risk
Customer_2272,Female,52,24.69,1278.1,Two year,No,4.33,0,Low Risk
Customer_2273,Female,9,114.77,1070.16,month to month,Yes,0.75,1,High Risk
Customer_2274,Female,22,32.87,717.12,month to month,Yes,1.83,1,Medium Risk
Customer_2275,Female,34,23.44,855.83,One year,No,2.83,0,Low Risk
Customer_2276,Male,49,61.44,2973.43,month to month,Yes,4.08,1,Low Risk
Customer_2277,Male,1,39.46,46.57,One year,No,0.08,0,Medium Risk
Customer_2278,Female,53,38.42,2058.23,Month-to-month,Yes,4.42,1,Low Risk
Customer_2279,Male,40,48.78,1917.13,Month-to-month,No,3.33,0,Low Risk
Customer_2280,Female,45,44.84,2033.03,month to month,No,3.75,0,Low Risk
Customer_2281,Male,68,88.48,6066.99,Two year,Yes,5.67,1,Low Risk
Customer_2282,Female,9,38.68,344.76,One year,Yes,0.75,1,Medium Risk
Customer_2283,Male,22,74.31,1672.34,month to month,No,1.83,0,Medium Risk
Customer_2284,Female,18,118.64,2101.8,month to month,Yes,1.5,1,Medium Risk
Customer_2285,Female,43,63.24,2664.5,Two year,No,3.58,0,Low Risk
Customer_2286,Male,39,84.19,3318.18,One year,Yes,3.25,1,Low Risk
Customer_2287,Female,6,116.94,673.68,month to month,Yes,0.5,1,High Risk
Customer_2288,Female,48,33.76,1536.64,Two year,No,4.0,0,Low Risk
Customer_2289,Female,7,61.86,395.01,One year,Yes,0.58,1,Medium Risk
Customer_2290,Female,69,105.02,7313.76,Month-to-month,Yes,5.75,1,Low Risk
Customer_2291,Male,16,113.23,1864.69,Two year,No,1.33,0,Medium Risk
Customer_2292,Male,1,80.12,24.1,month to month,No,0.08,0,High Risk
Customer_2293,Male,37,34.34,1197.5,Month-to-month,Yes,3.08,1,Low Risk
Customer_2294,Male,37,110.15,4055.09,One year,Yes,3.08,1,Low Risk
Customer_2295,Male,64,37.44,2448.18,Two year,No,5.33,0,Low Risk
Customer_2296,Male,62,55.29,3418.19,Month-to-month,Yes,5.17,1,Low Risk
Customer_2297,Female,61,57.55,3501.18,Month-to-month,No,5.08,0,Low Risk
Customer_2298,Male,33,64.73,2105.38,month to month,No,2.75,0,Low Risk
Customer_2299,Female,66,99.02,6521.74,Month-to-month,Yes,5.5,1,Low Risk
Customer_2300,Male,30,100.21,3048.67,month to month,No,2.5,0,Low Risk
Customer_2301,Male,20,91.97,1843.66,One year,Yes,1.67,1,Medium Risk
Customer_2302,Female,60,22.21,1322.51,month to month,Yes,5.0,1,Low Risk
Customer_2303,Male,24,76.48,1868.05,Two year,Yes,2.0,1,Low Risk
Customer_2304,Male,4,94.75,382.58,Month-to-month,Yes,0.33,1,High Risk
Customer_2305,Female,37,64.46,2432.53,One year,Yes,3.08,1,Low Risk
Customer_2306,Male,4,114.49,423.96,month to month,No,0.33,0,High Risk
Customer_2307,Female,18,102.38,1856.44,month to month,Yes,1.5,1,Medium Risk
Customer_2308,Female,66,83.82,5576.5,month to month,No,5.5,0,Low Risk
Customer_2309,Male,48,26.24,1337.19,One year,No,4.0,0,Low Risk
Customer_2310,Female,33,85.23,2757.91,One year,Yes,2.75,1,Low Risk
Customer_2311,Male,58,111.16,6438.59,Two year,Yes,4.83,1,Low Risk
Customer_2312,Female,28,57.94,1556.52,One year,Yes,2.33,1,Low Risk
Customer_2313,Female,35,103.81,3584.86,month to month,No,2.92,0,Low Risk
Customer_2314,Male,10,51.32,514.13,One year,No,0.83,0,Medium Risk
Customer_2315,Male,65,77.01,4904.3,month to month,Yes,5.42,1,Low Risk
Customer_2316,Female,42,84.84,3584.25,Two year,No,3.5,0,Low Risk
Customer_2317,Male,9,87.8,818.06,Two year,Yes,0.75,1,High Risk
Customer_2318,Female,60,108.25,6491.18,month to month,No,5.0,0,Low Risk
Customer_2319,Female,15,43.46,609.88,One year,Yes,1.25,1,Medium Risk
Customer_2320,Female,57,46.24,2623.48,One year,Yes,4.75,1,Low Risk
Customer_2321,Female,69,90.4,6343.43,Month-to-month,Yes,5.75,1,Low Risk
Customer_2322,Female,22,37.72,803.82,Two year,No,1.83,0,Medium Risk
Customer_2323,Male,64,66.43,4212.13,Two year,Yes,5.33,1,Low Risk
Customer_2324,Male,41,22.0,786.39,month to month,Yes,3.42,1,Low Risk
Customer_2325,Female,71,34.1,2473.29,Month-to-month,No,5.92,0,Low Risk
Customer_2326,Female,56,87.88,4859.27,One year,Yes,4.67,1,Low Risk
Customer_2327,Male,23,94.75,2183.66,month to month,Yes,1.92,1,Medium Risk
Customer_2328,Female,25,31.53,893.58,One year,Yes,2.08,1,Low Risk
Customer_2329,Male,6,42.77,275.09,One year,No,0.5,0,Medium Risk
Customer_2330,Female,34,29.89,1034.17,One year,No,2.83,0,Low Risk
Customer_2331,Female,63,63.34,3974.13,Month-to-month,Yes,5.25,1,Low Risk
Customer_2332,Male,9,32.61,309.18,Two year,Yes,0.75,1,Medium Risk
Customer_2333,Male,60,63.73,3827.58,Two year,Yes,5.0,1,Low Risk
Customer_2334,Female,49,93.21,4594.31,One year,Yes,4.08,1,Low Risk
Customer_2335,Male,51,88.34,4384.51,Month-to-month,No,4.25,0,Low Risk
Customer_2336,Female,60,48.05,2901.98,One year,Yes,5.0,1,Low Risk
Customer_2337,Female,70,87.38,6138.27,One year,Yes,5.83,1,Low Risk
Customer_2338,Female,37,112.77,4299.86,month to month,Yes,3.08,1,Low Risk
Customer_2339,Female,31,54.75,1697.04,Month-to-month,Yes,2.58,1,Low Risk
Customer_2340,Female,41,52.91,2180.39,Month-to-month,No,3.42,0,Low Risk
Customer_2341,Female,62,77.14,4802.5,Two year,Yes,5.17,1,Low Risk
Customer_2342,Male,58,44.55,2104.02,Two year,No,4.83,0,Low Risk
Customer_2343,Female,14,85.16,1130.56,One year,No,1.17,0,Medium Risk
Customer_2344,Male,36,103.23,3757.2,month to month,No,3.0,0,Low Risk
Customer_2345,Female,36,65.93,2327.61,month to month,No,3.0,0,Low Risk
Customer_2346,Male,8,87.95,723.93,month to month,No,0.67,0,High Risk
Customer_2347,Male,26,85.19,2171.98,One year,No,2.17,0,Low Risk
Customer_2348,Female,36,23.87,848.2,Two year,No,3.0,0,Low Risk
Customer_2349,Female,48,38.34,1816.8,Month-to-month,Yes,4.0,1,Low Risk
Customer_2350,Male,28,109.35,3049.35,One year,Yes,2.33,1,Low Risk
Customer_2351,Female,68,113.89,7740.37,month to month,Yes,5.67,1,Low Risk
Customer_2352,Female,62,98.04,6097.1,month to month,Yes,5.17,1,Low Risk
Customer_2353,Male,51,112.12,5713.31,One year,Yes,4.25,1,Low Risk
Customer_2354,Female,42,50.61,2169.35,month to month,Yes,3.5,1,Low Risk
Customer_2355,Male,29,44.77,1271.65,Month-to-month,No,2.42,0,Low Risk
Customer_2356,Female,10,58.43,605.79,One year,Yes,0.83,1,Medium Risk
Customer_2357,Female,39,25.53,954.05,Month-to-month,Yes,3.25,1,Low Risk
Customer_2358,Male,1,100.99,2104.02,Two year,No,0.08,0,High Risk
Customer_2359,Male,39,118.42,4640.08,month to month,No,3.25,0,Low Risk
Customer_2360,Female,21,102.4,2115.54,month to month,Yes,1.75,1,Medium Risk
Customer_2361,Male,65,75.5,4994.23,Two year,Yes,5.42,1,Low Risk
Customer_2362,Female,15,49.53,768.87,Two year,No,1.25,0,Medium Risk
Customer_2363,Male,4,39.77,124.4,Two year,Yes,0.33,1,Medium Risk
Customer_2364,Male,60,56.41,3378.04,month to month,Yes,5.0,1,Low Risk
Customer_2365,Female,61,86.7,5231.8,Two year,No,5.08,0,Low Risk
Customer_2366,Female,20,64.71,1237.29,One year,No,1.67,0,Medium Risk
Customer_2367,Male,10,113.41,1194.52,Two year,No,0.83,0,High Risk
Customer_2368,Female,34,105.42,3539.36,One year,Yes,2.83,1,Low Risk
Customer_2369,Female,48,30.24,1384.64,One year,Yes,4.0,1,Low Risk
Customer_2370,Female,33,33.15,1125.74,Month-to-month,No,2.75,0,Low Risk
Customer_2371,Male,61,87.62,5427.81,One year,No,5.08,0,Low Risk
Customer_2372,Female,10,43.08,488.66,One year,No,0.83,0,Medium Risk
Customer_2373,Male,54,99.1,5465.96,Two year,Yes,4.5,1,Low Risk
Customer_2374,Female,65,79.14,5265.18,month to month,No,5.42,0,Low Risk
Customer_2375,Female,1,42.98,-2.04,Two year,Yes,0.08,1,Medium Risk
Customer_2376,Male,5,67.87,323.78,Month-to-month,Yes,0.42,1,Medium Risk
Customer_2377,Female,15,60.61,830.62,Month-to-month,No,1.25,0,Medium Risk
Customer_2378,Male,28,107.32,2946.81,month to month,Yes,2.33,1,Low Risk
Customer_2379,Male,23,23.22,587.68,One year,Yes,1.92,1,Medium Risk
Customer_2380,Male,17,109.58,1876.7,Month-to-month,No,1.42,0,Medium Risk
Customer_2381,Female,13,85.21,1180.55,month to month,Yes,1.08,1,Medium Risk
Customer_2382,Female,14,93.75,1269.23,Two year,Yes,1.17,1,Medium Risk
Customer_2383,Male,11,20.26,195.43,Two year,No,0.92,0,Medium Risk
Customer_2384,Male,28,82.82,2348.64,Two year,Yes,2.33,1,Low Risk
Customer_2385,Male,42,78.85,3364.53,One year,No,3.5,0,Low Risk
Customer_2386,Female,61,73.72,4415.17,One year,No,5.08,0,Low Risk
Customer_2387,Male,64,98.59,6297.74,month to month,No,5.33,0,Low Risk
Customer_2388,Male,31,75.59,2104.02,Month-to-month,No,2.58,0,Low Risk
Customer_2389,Female,10,105.71,1096.25,Two year,No,0.83,0,High Risk
Customer_2390,Male,8,43.26,395.11,One year,No,0.67,0,Medium Risk
Customer_2391,Female,21,100.6,2108.87,One year,No,1.75,0,Medium Risk
Customer_2392,Male,59,37.93,2104.02,Month-to-month,No,4.92,0,Low Risk
Customer_2393,Female,50,101.31,4969.23,Two year,No,4.17,0,Low Risk
Customer_2394,Male,69,114.05,7860.34,Two year,Yes,5.75,1,Low Risk
Customer_2395,Male,70,53.57,3735.46,Month-to-month,Yes,5.83,1,Low Risk
Customer_2396,Male,30,72.99,2149.9,month to month,No,2.5,0,Low Risk
Customer_2397,Female,17,85.83,1503.76,month to month,No,1.42,0,Medium Risk
Customer_2398,Male,20,27.95,501.62,Month-to-month,No,1.67,0,Medium Risk
Customer_2399,Female,48,69.41,3298.58,Month-to-month,Yes,4.0,1,Low Risk
Customer_2400,Male,2,56.06,170.46,month to month,No,0.17,0,Medium Risk
Customer_2401,Male,37,107.25,3929.5,Month-to-month,Yes,3.08,1,Low Risk
Customer_2402,Female,1,107.67,123.83,Two year,No,0.08,0,High Risk
Customer_2403,Male,4,90.08,359.84,month to month,No,0.33,0,High Risk
Customer_2404,Female,54,85.57,4632.94,month to month,Yes,4.5,1,Low Risk
Customer_2405,Female,25,93.37,2378.33,month to month,Yes,2.08,1,Low Risk
Customer_2406,Male,3,56.6,186.06,Two year,Yes,0.25,1,Medium Risk
Customer_2407,Male,9,60.45,474.72,Month-to-month,No,0.75,0,Medium Risk
Customer_2408,Male,34,75.37,2501.71,One year,Yes,2.83,1,Low Risk
Customer_2409,Male,43,113.8,4908.14,One year,No,3.58,0,Low Risk
Customer_2410,Female,22,92.4,1986.83,Two year,No,1.83,0,Medium Risk
Customer_2411,Female,70,75.1,5304.76,Two year,No,5.83,0,Low Risk
Customer_2412,Male,2,97.04,209.54,Month-to-month,Yes,0.17,1,High Risk
Customer_2413,Female,66,57.09,3682.15,One year,No,5.5,0,Low Risk
Customer_2414,Female,32,93.05,3072.05,month to month,No,2.67,0,Low Risk
Customer_2415,Female,16,61.07,958.81,Two year,No,1.33,0,Medium Risk
Customer_2416,Female,1,47.97,37.51,One year,Yes,0.08,1,Medium Risk
Customer_2417,Male,48,80.97,3907.69,month to month,Yes,4.0,1,Low Risk
Customer_2418,Female,50,88.69,4430.17,month to month,No,4.17,0,Low Risk
Customer_2419,Female,13,65.93,905.17,Month-to-month,No,1.08,0,Medium Risk
Customer_2420,Male,15,76.55,1097.35,Two year,Yes,1.25,1,Medium Risk
Customer_2421,Male,53,89.41,4796.08,month to month,Yes,4.42,1,Low Risk
Customer_2422,Female,44,96.77,4291.93,Two year,No,3.67,0,Low Risk
Customer_2423,Male,8,109.56,837.76,One year,No,0.67,0,High Risk
Customer_2424,Male,46,55.45,2563.28,One year,No,3.83,0,Low Risk
Customer_2425,Male,69,115.15,8005.96,Two year,Yes,5.75,1,Low Risk
Customer_2426,Male,19,83.73,1616.95,month to month,No,1.58,0,Medium Risk
Customer_2427,Female,38,98.77,3760.63,month to month,No,3.17,0,Low Risk
Customer_2428,Male,11,89.98,1020.9,One year,No,0.92,0,High Risk
Customer_2429,Female,43,40.56,2104.02,month to month,No,3.58,0,Low Risk
Customer_2430,Male,20,27.14,517.51,month to month,Yes,1.67,1,Medium Risk
Customer_2431,Male,20,92.63,1860.44,One year,No,1.67,0,Medium Risk
Customer_2432,Female,21,71.11,1535.74,Month-to-month,No,1.75,0,Medium Risk
Customer_2433,Female,57,90.22,5149.19,One year,No,4.75,0,Low Risk
Customer_2434,Female,50,67.68,3348.13,Two year,No,4.17,0,Low Risk
Customer_2435,Male,26,51.22,1345.73,Month-to-month,Yes,2.17,1,Low Risk
Customer_2436,Female,30,48.5,1435.48,Two year,No,2.5,0,Low Risk
Customer_2437,Male,31,93.05,2913.66,Month-to-month,Yes,2.58,1,Low Risk
Customer_2438,Male,42,47.68,2073.9,Month-to-month,Yes,3.5,1,Low Risk
Customer_2439,Female,68,91.47,2104.02,One year,Yes,5.67,1,Low Risk
Customer_2440,Female,61,58.4,3521.22,One year,No,5.08,0,Low Risk
Customer_2441,Male,61,97.09,5937.57,Two year,Yes,5.08,1,Low Risk
Customer_2442,Female,70,34.28,2270.61,One year,No,5.83,0,Low Risk
Customer_2443,Female,68,40.5,2749.02,Month-to-month,No,5.67,0,Low Risk
Customer_2444,Male,17,88.59,1553.04,One year,No,1.42,0,Medium Risk
Customer_2445,Female,19,76.02,1464.49,Two year,Yes,1.58,1,Medium Risk
Customer_2446,Male,51,40.39,2065.39,Month-to-month,No,4.25,0,Low Risk
Customer_2447,Female,70,110.28,7826.09,Two year,No,5.83,0,Low Risk
Customer_2448,Female,63,47.59,2912.93,month to month,No,5.25,0,Low Risk
Customer_2449,Female,30,62.11,1789.26,One year,No,2.5,0,Low Risk
Customer_2450,Female,25,40.23,1029.85,Month-to-month,Yes,2.08,1,Low Risk
Customer_2451,Female,71,58.8,4219.7,Two year,No,5.92,0,Low Risk
Customer_2452,Female,26,69.16,1845.1,One year,Yes,2.17,1,Low Risk
