CustomerID,Tenure,InternetService,Contract,MonthlyCharges,TotalCharges,PaymentMethod,Churn,TenureBucket,HighRiskCustomer,RevenueSegment
C01010,34,dsl,month-to-month,57.31,1886.09,bank transfer,yes,25-48 Months,No,Medium Value
C01011,12,dsl,month-to-month,64.9,846.68,electronic check,no,0-12 Months,No,Medium Value
C01012,29,fiber optic,month-to-month,43.85,1345.62,bank transfer,no,25-48 Months,No,Medium Value
C01013,69,fiber optic,month-to-month,62.03,4439.44,electronic check,yes,49-72 Months,No,Medium Value
C01014,10,no internet,one year,93.82,857.34,bank transfer,no,0-12 Months,No,High Value
C01015,10,fiber optic,one year,100.68,866.38,electronic check,yes,0-12 Months,No,High Value
C01016,67,fiber optic,one year,62.8,4092.61,credit card,no,49-72 Months,No,Medium Value
C01017,21,fiber optic,month-to-month,99.14,2051.87,electronic check,yes,13-24 Months,No,High Value
C01018,68,unknown,one year,66.55,4254.62,credit card,no,49-72 Months,No,Medium Value
C01019,30,no internet,month-to-month,70.96,2429.8,credit card,no,25-48 Months,No,Medium Value
C01020,30,unknown,one year,50.88,1697.62,bank transfer,no,25-48 Months,No,Medium Value
C01021,2,dsl,one year,53.6,119.46,electronic check,no,0-12 Months,No,Medium Value
C01022,34,dsl,month-to-month,43.62,1583.76,bank transfer,yes,25-48 Months,No,Medium Value
C01023,59,fiber optic,one year,69.44,3708.02,electronic check,no,49-72 Months,No,Medium Value
C01024,9,dsl,month-to-month,57.93,495.59,bank transfer,yes,0-12 Months,No,Medium Value
C01025,26,no internet,month-to-month,75.92,2001.52,electronic check,no,25-48 Months,No,Medium Value
C01026,11,fiber optic,one year,99.2,1091.2,electronic check,yes,0-12 Months,No,High Value
C01027,14,dsl,month-to-month,48.12,588.93,electronic check,no,13-24 Months,No,Medium Value
C01028,25,dsl,month-to-month,102.36,2255.47,electronic check,yes,25-48 Months,No,High Value
C01029,27,fiber optic,month-to-month,97.61,2517.86,mailed check,yes,25-48 Months,No,High Value
C01030,12,dsl,month-to-month,88.88,1096.24,electronic check,no,0-12 Months,No,High Value
C01031,43,dsl,month-to-month,58.17,2832.85,electronic check,no,25-48 Months,No,Medium Value
C01032,37,fiber optic,month-to-month,67.1,2479.93,electronic check,yes,25-48 Months,No,Medium Value
C01033,3,dsl,month-to-month,92.0,236.37,bank transfer,no,0-12 Months,No,High Value
C01034,46,fiber optic,month-to-month,43.18,2243.04,credit card,yes,25-48 Months,No,Medium Value
C01035,7,fiber optic,month-to-month,81.31,600.43,bank transfer,no,0-12 Months,Yes,High Value
C01036,65,dsl,month-to-month,46.5,3251.64,unknown,no,49-72 Months,No,Medium Value
C01037,7,fiber optic,one year,93.48,579.57,bank transfer,no,0-12 Months,No,High Value
C01038,58,fiber optic,month-to-month,52.06,2962.76,mailed check,no,49-72 Months,No,Medium Value
C01039,58,unknown,month-to-month,73.14,4548.93,bank transfer,no,49-72 Months,No,Medium Value
C01040,16,fiber optic,month-to-month,69.62,969.01,credit card,yes,13-24 Months,No,Medium Value
C01041,29,fiber optic,month-to-month,45.78,1510.23,electronic check,yes,25-48 Months,No,Medium Value
C01042,50,fiber optic,month-to-month,63.2,2826.98,electronic check,no,49-72 Months,No,Medium Value
C01043,56,no internet,month-to-month,82.52,4195.7,mailed check,no,49-72 Months,No,High Value
C01044,9,fiber optic,month-to-month,19.36,150.21,electronic check,no,0-12 Months,Yes,Low Value
C01045,33,fiber optic,month-to-month,63.4,2088.62,mailed check,yes,25-48 Months,No,Medium Value
C01046,14,dsl,month-to-month,52.01,728.14,electronic check,no,13-24 Months,No,Medium Value
C01047,24,no internet,month-to-month,109.21,2872.4,mailed check,yes,13-24 Months,No,High Value
C01048,13,fiber optic,one year,64.37,821.58,mailed check,no,13-24 Months,No,Medium Value
C01049,24,dsl,month-to-month,97.21,2400.8,bank transfer,no,13-24 Months,No,High Value
C01050,52,fiber optic,month-to-month,52.33,2794.98,electronic check,no,49-72 Months,No,Medium Value
C01051,16,dsl,one year,53.06,958.54,bank transfer,no,13-24 Months,No,Medium Value
C01052,65,dsl,one year,82.1,5711.52,bank transfer,no,49-72 Months,No,High Value
C01053,47,dsl,month-to-month,54.81,2528.5,mailed check,no,25-48 Months,No,Medium Value
C01054,1,fiber optic,one year,80.72,77.27,electronic check,no,0-12 Months,No,High Value
C01055,62,fiber optic,month-to-month,51.72,2835.69,bank transfer,yes,49-72 Months,No,Medium Value
C01056,51,dsl,month-to-month,117.55,5256.92,mailed check,no,49-72 Months,No,High Value
C01057,71,fiber optic,month-to-month,54.08,3345.14,bank transfer,no,49-72 Months,No,Medium Value
C01058,52,fiber optic,month-to-month,62.1,3467.76,bank transfer,yes,49-72 Months,No,Medium Value
C01059,26,no internet,month-to-month,48.09,1149.16,electronic check,no,25-48 Months,No,Medium Value
C01060,56,no internet,month-to-month,58.03,2832.84,mailed check,no,49-72 Months,No,Medium Value
C01061,22,fiber optic,month-to-month,73.76,1468.76,credit card,yes,13-24 Months,No,Medium Value
C01062,60,fiber optic,month-to-month,63.8,3854.44,bank transfer,no,49-72 Months,No,Medium Value
C01063,11,fiber optic,month-to-month,70.21,673.35,electronic check,no,0-12 Months,Yes,Medium Value
C01064,69,dsl,month-to-month,85.98,6110.11,electronic check,no,49-72 Months,No,High Value
C01065,42,fiber optic,one year,83.61,3526.42,credit card,no,25-48 Months,No,High Value
C01066,23,fiber optic,two year,51.79,1175.01,electronic check,no,13-24 Months,No,Medium Value
C01067,56,dsl,month-to-month,84.81,4737.63,electronic check,yes,49-72 Months,No,High Value
C01068,24,dsl,month-to-month,86.66,1909.09,electronic check,no,13-24 Months,No,High Value
C01069,19,no internet,month-to-month,133.89,2413.75,electronic check,yes,13-24 Months,No,High Value
C01071,44,fiber optic,month-to-month,94.58,4447.54,credit card,yes,25-48 Months,No,High Value
C01072,5,fiber optic,month-to-month,70.21,220.45,electronic check,no,0-12 Months,Yes,Medium Value
C01073,30,dsl,two year,86.8,2604.0,credit card,no,25-48 Months,No,High Value
C01074,32,dsl,month-to-month,21.92,743.46,unknown,no,25-48 Months,No,Low Value
C01075,65,dsl,two year,72.69,4371.63,electronic check,no,49-72 Months,No,Medium Value
C01076,1,dsl,month-to-month,32.09,36.32,electronic check,yes,0-12 Months,No,Low Value
C01077,44,dsl,two year,63.74,2678.85,electronic check,no,25-48 Months,No,Medium Value
C01078,13,dsl,one year,52.93,610.91,electronic check,no,13-24 Months,No,Medium Value
C01079,2,fiber optic,month-to-month,73.39,125.05,mailed check,yes,0-12 Months,Yes,Medium Value
C01080,11,fiber optic,month-to-month,97.95,1095.98,electronic check,yes,0-12 Months,Yes,High Value
C01081,50,fiber optic,two year,22.46,1107.44,credit card,yes,49-72 Months,No,Low Value
C01082,72,fiber optic,one year,81.09,5388.81,mailed check,no,49-72 Months,No,High Value
C01083,3,dsl,month-to-month,86.85,262.59,bank transfer,no,0-12 Months,No,High Value
C01084,4,dsl,one year,59.02,229.23,electronic check,no,0-12 Months,No,Medium Value
C01085,52,fiber optic,two year,49.08,2552.16,credit card,no,49-72 Months,No,Medium Value
C01086,68,fiber optic,month-to-month,70.39,4861.7,electronic check,yes,49-72 Months,No,Medium Value
C01087,44,dsl,one year,69.95,3357.8,electronic check,no,25-48 Months,No,Medium Value
C01088,10,dsl,one year,67.08,589.97,bank transfer,no,0-12 Months,No,Medium Value
C01089,26,dsl,month-to-month,58.97,1303.83,bank transfer,no,25-48 Months,No,Medium Value
C01090,2,unknown,two year,65.38,144.29,mailed check,no,0-12 Months,No,Medium Value
C01091,20,dsl,month-to-month,77.48,1451.79,electronic check,yes,13-24 Months,No,Medium Value
C01093,27,dsl,two year,93.4,2386.61,bank transfer,no,25-48 Months,No,High Value
C01094,28,dsl,one year,65.4,1826.25,mailed check,no,25-48 Months,No,Medium Value
C01095,43,fiber optic,month-to-month,32.2,1490.5,bank transfer,yes,25-48 Months,No,Low Value
C01096,28,fiber optic,month-to-month,101.05,2570.35,electronic check,yes,25-48 Months,No,High Value
C01097,67,no internet,month-to-month,85.69,6221.62,mailed check,no,49-72 Months,No,High Value
C01098,23,no internet,month-to-month,102.49,2259.37,electronic check,yes,13-24 Months,No,High Value
C01099,23,no internet,month-to-month,103.95,2359.18,bank transfer,no,13-24 Months,No,High Value
C01100,13,fiber optic,month-to-month,56.32,738.91,bank transfer,yes,13-24 Months,No,Medium Value
C01101,25,dsl,two year,27.32,772.22,electronic check,no,25-48 Months,No,Low Value
C01102,2,dsl,month-to-month,83.95,159.74,electronic check,no,0-12 Months,No,High Value
C01103,10,fiber optic,month-to-month,81.11,792.5,bank transfer,yes,0-12 Months,Yes,High Value
C01104,46,fiber optic,month-to-month,85.6,3546.32,bank transfer,no,25-48 Months,No,High Value
C01105,49,dsl,one year,99.52,5544.81,bank transfer,no,49-72 Months,No,High Value
C01106,5,dsl,two year,96.06,443.9,bank transfer,no,0-12 Months,No,High Value
C01107,51,dsl,month-to-month,93.01,5294.31,bank transfer,no,49-72 Months,No,High Value
C01108,32,dsl,two year,82.77,2734.37,credit card,no,25-48 Months,No,High Value
C01109,16,dsl,one year,70.21,1322.86,credit card,no,13-24 Months,No,Medium Value
C01110,39,fiber optic,month-to-month,92.54,3841.05,credit card,yes,25-48 Months,No,High Value
C01111,17,dsl,one year,69.29,1265.13,credit card,no,13-24 Months,No,Medium Value
C01112,43,fiber optic,one year,66.61,3095.27,credit card,no,25-48 Months,No,Medium Value
C01113,3,no internet,month-to-month,51.11,138.37,unknown,no,0-12 Months,No,Medium Value
C01114,56,fiber optic,one year,31.56,1611.42,credit card,no,49-72 Months,No,Low Value
C01115,48,dsl,two year,60.69,2504.91,credit card,no,25-48 Months,No,Medium Value
C01116,40,dsl,month-to-month,92.41,4226.84,credit card,yes,25-48 Months,No,High Value
C01117,32,dsl,two year,117.85,3232.24,mailed check,no,25-48 Months,No,High Value
C01118,63,no internet,two year,57.91,3279.19,credit card,no,49-72 Months,No,Medium Value
C01119,27,dsl,month-to-month,97.39,2902.18,credit card,no,25-48 Months,No,High Value
C01120,51,fiber optic,month-to-month,69.83,3325.12,credit card,no,49-72 Months,No,Medium Value
C01121,45,fiber optic,month-to-month,71.26,3079.42,credit card,no,25-48 Months,No,Medium Value
C01122,59,fiber optic,one year,84.27,4803.45,unknown,no,49-72 Months,No,High Value
C01123,39,dsl,month-to-month,49.33,1871.84,bank transfer,yes,25-48 Months,No,Medium Value
C01124,9,dsl,two year,101.59,898.93,bank transfer,yes,0-12 Months,No,High Value
C01125,53,dsl,one year,58.59,3217.04,mailed check,no,49-72 Months,No,Medium Value
C01126,48,no internet,month-to-month,58.79,3204.45,bank transfer,yes,25-48 Months,No,Medium Value
C01127,43,unknown,month-to-month,31.14,1504.69,electronic check,no,25-48 Months,No,Low Value
C01128,27,fiber optic,month-to-month,74.53,1978.48,bank transfer,yes,25-48 Months,No,Medium Value
C01129,38,fiber optic,month-to-month,69.02,2288.52,credit card,no,25-48 Months,No,Medium Value
C01130,25,fiber optic,two year,70.21,2406.39,credit card,yes,25-48 Months,No,Medium Value
C01131,0,fiber optic,one year,77.53,78.97,bank transfer,no,0-12 Months,No,Medium Value
C01132,7,dsl,month-to-month,82.91,530.93,bank transfer,no,0-12 Months,No,High Value
C01133,33,fiber optic,one year,81.3,2650.47,bank transfer,no,25-48 Months,No,High Value
C01134,14,fiber optic,one year,50.91,678.91,electronic check,yes,13-24 Months,No,Medium Value
C01135,65,fiber optic,one year,75.31,4205.64,credit card,no,49-72 Months,No,Medium Value
C01136,11,dsl,month-to-month,75.03,909.65,credit card,yes,0-12 Months,No,Medium Value
C01137,57,dsl,month-to-month,32.36,2002.15,bank transfer,no,49-72 Months,No,Low Value
C01138,17,fiber optic,one year,70.21,1327.92,mailed check,no,13-24 Months,No,Medium Value
C01139,58,fiber optic,two year,86.4,5464.45,bank transfer,no,49-72 Months,No,High Value
C01140,60,dsl,two year,67.45,4467.64,credit card,no,49-72 Months,No,Medium Value
C01141,6,fiber optic,month-to-month,62.11,372.65999999999997,bank transfer,yes,0-12 Months,Yes,Medium Value
C01142,41,no internet,month-to-month,54.8,2393.16,electronic check,no,25-48 Months,No,Medium Value
C01143,65,dsl,two year,82.22,6144.9,electronic check,no,49-72 Months,No,High Value
C01144,45,fiber optic,two year,39.93,1969.85,mailed check,no,25-48 Months,No,Low Value
C01145,58,dsl,one year,63.97,3186.37,credit card,no,49-72 Months,No,Medium Value
C01146,47,dsl,one year,111.43,5292.61,electronic check,yes,25-48 Months,No,High Value
C01147,67,dsl,month-to-month,88.89,5470.83,bank transfer,no,49-72 Months,No,High Value
C01148,22,dsl,month-to-month,56.42,1309.31,electronic check,no,13-24 Months,No,Medium Value
C01149,17,dsl,month-to-month,85.9,1460.3000000000002,mailed check,yes,13-24 Months,No,High Value
C01150,20,dsl,month-to-month,42.05,802.75,electronic check,no,13-24 Months,No,Medium Value
C01151,13,dsl,month-to-month,94.52,1327.3,electronic check,yes,13-24 Months,No,High Value
C01152,49,dsl,month-to-month,76.14,3567.48,credit card,yes,49-72 Months,No,Medium Value
C01153,7,fiber optic,month-to-month,68.46,435.48,electronic check,yes,0-12 Months,Yes,Medium Value
C01154,3,fiber optic,two year,45.74,122.97,electronic check,no,0-12 Months,No,Medium Value
C01155,69,dsl,month-to-month,75.01,4741.14,mailed check,no,49-72 Months,No,Medium Value
C01156,23,dsl,month-to-month,53.09,1057.42,credit card,yes,13-24 Months,No,Medium Value
C01157,23,dsl,month-to-month,70.21,1234.98,electronic check,no,13-24 Months,No,Medium Value
C01158,48,fiber optic,one year,45.73,2491.96,electronic check,no,25-48 Months,No,Medium Value
C01159,19,dsl,one year,106.38,1928.32,mailed check,no,13-24 Months,No,High Value
C01160,12,fiber optic,month-to-month,15.0,201.53,electronic check,yes,0-12 Months,Yes,Low Value
C01161,71,dsl,month-to-month,87.94,6708.35,bank transfer,no,49-72 Months,No,High Value
C01162,57,dsl,one year,70.21,3963.27,credit card,no,49-72 Months,No,Medium Value
C01163,33,dsl,two year,39.32,1225.53,bank transfer,yes,25-48 Months,No,Low Value
C01164,46,fiber optic,month-to-month,50.09,1961.6,electronic check,yes,25-48 Months,No,Medium Value
C01165,4,dsl,month-to-month,45.51,182.14,bank transfer,no,0-12 Months,No,Medium Value
C01166,15,fiber optic,one year,82.02,1178.68,unknown,no,13-24 Months,No,High Value
C01167,26,fiber optic,month-to-month,101.92,3013.17,mailed check,yes,25-48 Months,No,High Value
C01168,41,fiber optic,month-to-month,112.2,5067.03,mailed check,no,25-48 Months,No,High Value
C01169,59,no internet,month-to-month,75.42,4758.68,credit card,no,49-72 Months,No,Medium Value
C01170,30,fiber optic,month-to-month,66.68,1864.08,mailed check,no,25-48 Months,No,Medium Value
C01171,13,dsl,one year,74.93,947.49,mailed check,no,13-24 Months,No,Medium Value
C01172,14,fiber optic,month-to-month,71.48,1013.56,electronic check,yes,13-24 Months,No,Medium Value
C01173,19,fiber optic,two year,83.95,1778.54,electronic check,no,13-24 Months,No,High Value
C01174,57,fiber optic,month-to-month,74.81,4458.52,electronic check,yes,49-72 Months,No,Medium Value
C01175,27,dsl,month-to-month,105.66,2475.91,bank transfer,no,25-48 Months,No,High Value
C01176,26,no internet,month-to-month,128.77,3403.56,bank transfer,yes,25-48 Months,No,High Value
C01177,0,dsl,one year,63.84,64.62,electronic check,no,0-12 Months,No,Medium Value
C01178,11,dsl,month-to-month,84.8,1039.33,credit card,no,0-12 Months,No,High Value
C01179,58,fiber optic,month-to-month,38.26,2493.54,mailed check,no,49-72 Months,No,Low Value
C01180,23,fiber optic,month-to-month,48.45,1271.0,credit card,no,13-24 Months,No,Medium Value
C01181,22,fiber optic,month-to-month,97.75,2103.22,unknown,yes,13-24 Months,No,High Value
C01182,2,dsl,one year,61.58,132.28,electronic check,yes,0-12 Months,No,Medium Value
C01183,15,fiber optic,month-to-month,83.06,1413.89,unknown,no,13-24 Months,No,High Value
C01184,46,fiber optic,month-to-month,54.33,2686.19,bank transfer,no,25-48 Months,No,Medium Value
C01185,65,fiber optic,month-to-month,79.47,5583.69,electronic check,no,49-72 Months,No,Medium Value
C01186,36,dsl,one year,54.8,2065.17,bank transfer,no,25-48 Months,No,Medium Value
C01187,2,no internet,month-to-month,86.4,163.42,credit card,no,0-12 Months,No,High Value
C01188,60,fiber optic,month-to-month,88.3,4981.31,electronic check,no,49-72 Months,No,High Value
C01189,11,dsl,one year,102.61,982.88,electronic check,no,0-12 Months,No,High Value
C01190,60,fiber optic,month-to-month,52.7,3152.27,credit card,yes,49-72 Months,No,Medium Value
C01191,11,dsl,month-to-month,65.18,646.89,bank transfer,yes,0-12 Months,No,Medium Value
C01192,21,fiber optic,one year,88.35,2000.46,credit card,no,13-24 Months,No,High Value
C01193,18,unknown,month-to-month,85.76,1591.78,credit card,no,13-24 Months,No,High Value
C01194,11,fiber optic,one year,103.12,1278.04,bank transfer,yes,0-12 Months,No,High Value
C01195,49,dsl,one year,78.68,3454.95,credit card,no,49-72 Months,No,Medium Value
C01196,22,dsl,one year,26.31,552.19,credit card,no,13-24 Months,No,Low Value
C01197,8,fiber optic,one year,84.72,759.41,credit card,no,0-12 Months,No,High Value
C01198,16,dsl,two year,38.65,669.17,credit card,no,13-24 Months,No,Low Value
C01199,1,no internet,month-to-month,33.2,33.11,credit card,no,0-12 Months,No,Low Value
C01200,36,dsl,month-to-month,47.24,1518.03,credit card,no,25-48 Months,No,Medium Value
C01201,60,fiber optic,month-to-month,104.17,5617.9,bank transfer,no,49-72 Months,No,High Value
C01202,68,fiber optic,month-to-month,85.35,6340.62,bank transfer,no,49-72 Months,No,High Value
C01203,33,fiber optic,month-to-month,75.25,2488.34,electronic check,yes,25-48 Months,No,Medium Value
C01204,9,dsl,month-to-month,58.06,574.99,bank transfer,no,0-12 Months,No,Medium Value
C01205,1,no internet,two year,109.6,121.16,bank transfer,yes,0-12 Months,No,High Value
C01206,22,no internet,month-to-month,72.24,1441.08,electronic check,yes,13-24 Months,No,Medium Value
C01207,2,fiber optic,month-to-month,43.47,88.63,electronic check,yes,0-12 Months,Yes,Medium Value
C01208,2,dsl,month-to-month,74.23,139.22,mailed check,no,0-12 Months,No,Medium Value
C01209,62,dsl,two year,69.42,4107.6,electronic check,yes,49-72 Months,No,Medium Value
C01210,46,fiber optic,month-to-month,37.87,1891.16,electronic check,no,25-48 Months,No,Low Value
C01211,72,dsl,one year,76.9,5498.99,mailed check,no,49-72 Months,No,Medium Value
C01212,52,fiber optic,month-to-month,41.47,2449.55,bank transfer,no,49-72 Months,No,Medium Value
C01213,15,fiber optic,two year,33.15,566.92,electronic check,no,13-24 Months,No,Low Value
C01214,29,unknown,one year,75.25,2422.07,credit card,no,25-48 Months,No,Medium Value
C01215,12,dsl,month-to-month,81.38,978.39,credit card,no,0-12 Months,No,High Value
C01216,64,fiber optic,one year,97.8,5852.84,electronic check,no,49-72 Months,No,High Value
C01217,67,fiber optic,one year,90.65,6611.18,mailed check,no,49-72 Months,No,High Value
C01218,59,fiber optic,month-to-month,82.75,4631.53,credit card,yes,49-72 Months,No,High Value
C01219,6,dsl,month-to-month,46.24,309.43,mailed check,yes,0-12 Months,No,Medium Value
C01220,55,dsl,two year,50.17,3166.67,mailed check,no,49-72 Months,No,Medium Value
C01221,49,dsl,two year,75.73,3253.56,bank transfer,no,49-72 Months,No,Medium Value
C01222,29,no internet,two year,80.76,2242.06,electronic check,no,25-48 Months,No,High Value
C01223,38,no internet,one year,57.66,2055.96,credit card,no,25-48 Months,No,Medium Value
C01225,26,fiber optic,month-to-month,124.78,3252.14,mailed check,no,25-48 Months,No,High Value
C01226,13,fiber optic,month-to-month,92.14,1212.35,electronic check,yes,13-24 Months,No,High Value
C01227,54,fiber optic,two year,38.13,2120.73,electronic check,no,49-72 Months,No,Low Value
C01228,39,dsl,two year,85.47,3776.22,electronic check,no,25-48 Months,No,High Value
C01229,57,fiber optic,one year,74.78,4195.51,electronic check,no,49-72 Months,No,Medium Value
C01230,30,unknown,one year,81.3,2567.32,electronic check,no,25-48 Months,No,High Value
C01231,6,fiber optic,month-to-month,87.49,582.44,mailed check,yes,0-12 Months,Yes,High Value
C01232,72,dsl,month-to-month,44.07,2988.38,bank transfer,yes,49-72 Months,No,Medium Value
C01233,65,no internet,month-to-month,91.79,5118.15,bank transfer,yes,49-72 Months,No,High Value
C01234,57,dsl,one year,69.24,3825.66,electronic check,no,49-72 Months,No,Medium Value
C01235,70,no internet,month-to-month,85.55,6678.88,bank transfer,no,49-72 Months,No,High Value
C01236,68,dsl,month-to-month,73.83,5020.44,credit card,no,49-72 Months,No,Medium Value
C01237,59,fiber optic,month-to-month,49.06,2479.4,electronic check,no,49-72 Months,No,Medium Value
C01238,72,fiber optic,one year,88.93,6698.59,electronic check,no,49-72 Months,No,High Value
C01239,5,dsl,month-to-month,50.4,274.89,bank transfer,yes,0-12 Months,No,Medium Value
C01240,44,fiber optic,month-to-month,70.21,2990.95,credit card,no,25-48 Months,No,Medium Value
C01241,47,dsl,month-to-month,78.27,4113.47,electronic check,yes,25-48 Months,No,Medium Value
C01242,40,dsl,one year,104.37,3835.94,electronic check,yes,25-48 Months,No,High Value
C01243,62,dsl,month-to-month,50.88,2875.21,credit card,no,49-72 Months,No,Medium Value
C01244,1,fiber optic,two year,63.86,62.74,credit card,yes,0-12 Months,No,Medium Value
C01245,58,dsl,one year,86.52,5729.91,credit card,no,49-72 Months,No,High Value
C01246,36,dsl,two year,70.14,2709.65,bank transfer,no,25-48 Months,No,Medium Value
C01247,43,fiber optic,two year,75.22,2974.48,mailed check,no,25-48 Months,No,Medium Value
C01248,41,fiber optic,two year,30.2,1295.31,mailed check,no,25-48 Months,No,Low Value
C01249,43,fiber optic,month-to-month,18.39,880.15,electronic check,yes,25-48 Months,No,Low Value
C01250,64,dsl,month-to-month,64.96,3684.75,credit card,yes,49-72 Months,No,Medium Value
C01251,63,dsl,month-to-month,52.08,3239.07,electronic check,yes,49-72 Months,No,Medium Value
C01252,3,no internet,month-to-month,36.85,101.73,bank transfer,yes,0-12 Months,No,Low Value
C01253,36,no internet,month-to-month,70.21,3881.23,electronic check,no,25-48 Months,No,Medium Value
C01254,29,fiber optic,month-to-month,106.81,3326.2,bank transfer,yes,25-48 Months,No,High Value
C01255,45,fiber optic,month-to-month,78.0,3529.87,electronic check,yes,25-48 Months,No,Medium Value
C01256,29,dsl,month-to-month,83.18,2555.1,electronic check,yes,25-48 Months,No,High Value
C01257,57,fiber optic,two year,70.21,3696.79,electronic check,no,49-72 Months,No,Medium Value
C01258,28,fiber optic,month-to-month,45.39,1448.56,electronic check,no,25-48 Months,No,Medium Value
C01259,66,no internet,month-to-month,71.51,4456.76,credit card,yes,49-72 Months,No,Medium Value
C01260,49,dsl,two year,84.18,4016.69,bank transfer,no,49-72 Months,No,High Value
C01261,2,dsl,one year,91.85,206.04,unknown,yes,0-12 Months,No,High Value
C01262,36,dsl,two year,89.52,3155.82,bank transfer,no,25-48 Months,No,High Value
C01263,39,fiber optic,two year,70.36,2394.87,mailed check,no,25-48 Months,No,Medium Value
C01264,26,no internet,month-to-month,119.25,2694.07,bank transfer,no,25-48 Months,No,High Value
C01265,34,dsl,month-to-month,78.71,2776.39,electronic check,no,25-48 Months,No,Medium Value
C01266,58,fiber optic,two year,106.19,5624.97,mailed check,no,49-72 Months,No,High Value
C01267,18,dsl,month-to-month,124.09,2233.62,bank transfer,yes,13-24 Months,No,High Value
C01268,2,fiber optic,month-to-month,32.11,73.12,bank transfer,no,0-12 Months,Yes,Low Value
C01269,17,no internet,month-to-month,50.79,882.86,bank transfer,yes,13-24 Months,No,Medium Value
C01270,14,dsl,month-to-month,104.38,1582.6,electronic check,no,13-24 Months,No,High Value
C01271,46,no internet,month-to-month,70.21,2567.97,electronic check,no,25-48 Months,No,Medium Value
C01272,25,fiber optic,month-to-month,96.64,2639.27,credit card,yes,25-48 Months,No,High Value
C01273,40,no internet,month-to-month,58.66,2366.49,credit card,no,25-48 Months,No,Medium Value
C01274,12,dsl,month-to-month,46.26,504.43,credit card,no,0-12 Months,No,Medium Value
C01275,17,no internet,two year,21.72,318.83,electronic check,no,13-24 Months,No,Low Value
C01276,36,fiber optic,one year,46.83,1788.4,bank transfer,no,25-48 Months,No,Medium Value
C01277,44,fiber optic,one year,108.45,4162.49,bank transfer,yes,25-48 Months,No,High Value
C01278,10,no internet,month-to-month,77.63,846.66,electronic check,yes,0-12 Months,No,Medium Value
C01279,12,fiber optic,one year,73.22,927.76,credit card,no,0-12 Months,No,Medium Value
C01280,54,fiber optic,two year,85.14,4741.27,bank transfer,no,49-72 Months,No,High Value
C01281,55,fiber optic,one year,80.64,4742.04,mailed check,no,49-72 Months,No,High Value
C01282,18,dsl,month-to-month,100.87,1828.31,bank transfer,no,13-24 Months,No,High Value
C01283,0,unknown,month-to-month,89.28,81.45,credit card,yes,0-12 Months,No,High Value
C01284,1,dsl,one year,20.66,20.87,credit card,no,0-12 Months,No,Low Value
C01285,4,no internet,one year,72.81,333.9,credit card,no,0-12 Months,No,Medium Value
C01286,6,no internet,month-to-month,50.27,301.62,credit card,yes,0-12 Months,No,Medium Value
C01287,26,dsl,month-to-month,52.65,1551.88,mailed check,no,25-48 Months,No,Medium Value
C01288,30,dsl,month-to-month,67.5,2082.45,electronic check,no,25-48 Months,No,Medium Value
C01289,56,fiber optic,one year,92.07,4396.64,credit card,no,49-72 Months,No,High Value
C01290,33,unknown,one year,81.88,3089.47,credit card,no,25-48 Months,No,High Value
C01291,5,dsl,two year,35.82,159.52,electronic check,yes,0-12 Months,No,Low Value
C01292,53,no internet,month-to-month,51.58,2731.13,mailed check,no,49-72 Months,No,Medium Value
C01293,2,fiber optic,month-to-month,76.98,138.69,mailed check,no,0-12 Months,Yes,Medium Value
C01294,10,no internet,two year,80.96,884.39,credit card,yes,0-12 Months,No,High Value
C01295,20,fiber optic,month-to-month,94.27,1958.29,electronic check,yes,13-24 Months,No,High Value
C01296,59,dsl,two year,32.11,1935.09,electronic check,no,49-72 Months,No,Low Value
C01297,61,dsl,one year,48.12,3153.48,electronic check,yes,49-72 Months,No,Medium Value
C01298,23,fiber optic,one year,71.6,1449.7,mailed check,no,13-24 Months,No,Medium Value
C01299,46,fiber optic,two year,60.81,3047.65,credit card,yes,25-48 Months,No,Medium Value
C01300,65,fiber optic,month-to-month,79.65,5394.63,electronic check,yes,49-72 Months,No,Medium Value
C01301,54,fiber optic,month-to-month,37.16,1903.67,credit card,no,49-72 Months,No,Low Value
C01302,35,fiber optic,month-to-month,66.17,2628.17,bank transfer,no,25-48 Months,No,Medium Value
C01303,29,fiber optic,two year,74.24,2311.07,electronic check,no,25-48 Months,No,Medium Value
C01304,59,fiber optic,two year,88.91,4544.74,credit card,no,49-72 Months,No,High Value
C01305,58,dsl,month-to-month,15.0,785.42,bank transfer,yes,49-72 Months,No,Low Value
C01306,26,dsl,one year,65.92,1561.63,mailed check,no,25-48 Months,No,Medium Value
C01307,6,unknown,one year,106.87,547.23,credit card,yes,0-12 Months,No,High Value
C01308,0,fiber optic,two year,71.23,69.69,electronic check,yes,0-12 Months,No,Medium Value
C01309,39,dsl,month-to-month,64.27,2322.62,electronic check,no,25-48 Months,No,Medium Value
C01310,70,fiber optic,month-to-month,100.88,7550.75,credit card,yes,49-72 Months,No,High Value
C01311,16,no internet,one year,106.78,1851.65,electronic check,no,13-24 Months,No,High Value
C01313,30,dsl,two year,73.56,1966.92,credit card,no,25-48 Months,No,Medium Value
C01314,31,dsl,month-to-month,73.67,2089.54,electronic check,yes,25-48 Months,No,Medium Value
C01315,66,dsl,month-to-month,49.07,3398.85,electronic check,no,49-72 Months,No,Medium Value
C01316,16,fiber optic,one year,101.93,1521.05,bank transfer,no,13-24 Months,No,High Value
