CustomerName,Gender,Tenure,MonthlyCharges,TotalCharges,Contract,Churn
Customer_1604,Male,32,86.7,2725.8422234512236,One year,yes
Customer_1605,f,41,43.37,1809.917033674253,month to month,yes
Customer_1606,Male,6,68.96,476.4739621479437,Two year,Y
Customer_1607,male,27,59.09,1661.4817012859241,One year,N
Customer_1608,M ,20,28.97,613.0710372712862,Month-to-month,yes
Customer_1609,f,25,82.56,2098.353979831947,month to month,Y
Customer_1610,f,66,69.52,4530.2593093609075,Month-to-month,Yes
Customer_1611,Female,9,47.52,394.1132064379843,month to month,N
Customer_1612,FEMALE,53,67.37,3562.1927350760207,Two year,N
Customer_1613,Female,61,97.53,5978.958707703653,Two year,Yes
Customer_1614,f,38,100.17,3776.4429339556923,month to month,No
Customer_1615,M ,3,84.95,239.50188406119253,Month-to-month,N
Customer_1616,Male,70,66.77,4701.8806655568715,Month-to-month,No
Customer_1617,Male,55,77.57,4273.2054529802135,Month-to-month,Yes
Customer_1618,M ,1,58.5,75.19342497207452,Two year,no
Customer_1619,f,70,32.66,2247.2982261964803,month to month,No
Customer_1620,Male,45,58.56,,month to month,yes
Customer_1621,Male,47,73.03,3408.9330070814344,Month-to-month,N
Customer_1622,Male,26,79.88,2076.833203157051,Two year,No
Customer_1623,FEMALE,14,113.58,1568.4636448978097,month to month,N
Customer_1624,FEMALE,54,97.73,5248.9786728102345,month to month,Yes
Customer_1625,male,71,35.2,2505.4513789345738,Month-to-month,no
Customer_1626,Female,46,37.42,1826.1564841591853,Month-to-month,Yes
Customer_1627,M ,31,30.05,960.7284019182398,month to month,no
Customer_1628,M ,59,93.82,5446.369283741694,Two year,N
Customer_1629,M ,29,90.61,2645.2547638665483,One year,No
Customer_1630,male,17,118.64,1991.134916916452,month to month,yes
Customer_1631,FEMALE,14,72.2,963.7463630729873,month to month,yes
Customer_1632,f,36,102.64,3730.2326581974467,Two year,Yes
Customer_1633,f,58,77.64,4506.979094736105,month to month,N
Customer_1634,male,24,107.41,2702.158584943941,One year,no
Customer_1635,f,63,92.1,5796.586297253156,Two year,No
Customer_1636,M ,25,84.29,2095.9387115176196,One year,no
Customer_1637,Female,59,76.51,4573.947434418532,One year,no
Customer_1638,Male,32,92.3,2954.698560859197,month to month,no
Customer_1639,FEMALE,18,61.97,1062.5979922201514,One year,N
Customer_1640,FEMALE,37,29.66,1053.3818776215492,month to month,No
Customer_1641,male,26,24.0,607.578098799518,month to month,N
Customer_1642,FEMALE,9,67.9,643.9819139280935,Two year,no
Customer_1643,M ,64,79.93,5179.126375745424,Two year,N
Customer_1644,f,20,27.88,597.6974608396188,Two year,yes
Customer_1645,M ,54,48.69,2657.66160062942,month to month,Yes
Customer_1646,male,30,52.2,1620.8437792882235,One year,Y
Customer_1647,M ,53,76.28,4073.8986316139303,One year,no
Customer_1648,f,63,47.85,2969.38858593462,Two year,yes
Customer_1649,Female,11,29.56,314.1220968103174,Two year,N
Customer_1650,male,31,36.49,1105.427713914639,month to month,yes
Customer_1651,Female,49,37.39,1895.223822230463,Month-to-month,Yes
Customer_1652,Male,19,104.27,1933.399711598424,Month-to-month,Yes
Customer_1653,Female,12,48.43,534.4011118442489,month to month,Y
Customer_1654,Male,15,91.47,1380.5464783010418,Month-to-month,Y
Customer_1655,Male,31,76.78,2476.631034519845,Month-to-month,Y
Customer_1656,Female,43,117.7,5097.844536446746,Month-to-month,No
Customer_1657,male,37,47.28,1801.4438094984837,Two year,No
Customer_1658,f,29,35.84,984.0199337007705,One year,yes
Customer_1659,M ,26,25.2,688.6400755838251,One year,N
Customer_1660,M ,2,44.1,32.640545015410005,Two year,Yes
Customer_1661,f,15,88.41,1362.696778271807,Two year,no
Customer_1662,Male,4,28.53,,Two year,Yes
Customer_1663,Male,50,44.47,2206.543964357377,Month-to-month,No
Customer_1664,male,38,105.53,3907.4841013982955,month to month,yes
Customer_1665,FEMALE,23,78.3,1756.6643900032914,month to month,no
Customer_1666,Female,59,26.95,1518.8196706292042,Month-to-month,Y
Customer_1667,Male,28,24.77,726.1191486303949,Month-to-month,Y
Customer_1668,M ,66,26.11,1727.9794274855942,Two year,No
Customer_1669,male,8,114.19,890.143275784069,Two year,yes
Customer_1670,Female,29,104.99,3050.566125766155,One year,N
Customer_1671,male,11,104.49,1107.84304270966,Two year,Yes
Customer_1672,Female,18,112.42,2039.6530352398051,Month-to-month,No
Customer_1673,Female,55,70.53,3875.2638300273115,One year,N
Customer_1674,f,50,44.73,2350.5447067512887,Two year,N
Customer_1675,Male,14,60.13,923.4956927908814,One year,Yes
Customer_1676,male,9,91.89,874.0379942007627,One year,no
Customer_1677,male,11,107.6,1198.2161480210366,Two year,Yes
Customer_1678,f,63,63.51,4022.1478655388823,month to month,no
Customer_1679,M ,67,73.54,4989.224461376815,Month-to-month,N
Customer_1680,M ,53,113.18,6012.947118218987,Month-to-month,yes
Customer_1681,Male,39,30.75,1216.7332635448079,One year,No
Customer_1682,Male,56,106.23,5920.056056586919,month to month,Yes
Customer_1683,FEMALE,28,35.93,971.6741428480034,month to month,yes
Customer_1684,f,39,68.39,,Two year,yes
Customer_1685,M ,25,41.84,915.2629003600005,Two year,Yes
Customer_1686,Female,21,80.29,1684.6366070175593,Month-to-month,Y
Customer_1687,male,10,75.86,746.492202764873,Two year,N
Customer_1688,Male,43,58.0,2537.951494956345,Two year,Y
Customer_1689,male,15,106.33,1656.1817644466132,One year,no
Customer_1690,male,48,85.98,4255.611537240522,month to month,yes
Customer_1691,FEMALE,21,92.12,1963.497005662095,month to month,No
Customer_1692,M ,60,35.07,2111.80133901335,Two year,No
Customer_1693,Male,50,108.32,5387.692622768959,Two year,yes
Customer_1694,male,23,36.7,791.652946927881,Two year,Y
Customer_1695,Male,13,42.28,595.3504497199465,Month-to-month,N
Customer_1696,Female,69,32.81,2262.5174101492016,Month-to-month,yes
Customer_1697,FEMALE,4,64.04,277.40581327451844,One year,no
Customer_1698,Female,9,108.77,979.8584814358178,Month-to-month,yes
Customer_1699,Male,35,45.24,1585.6333291332166,month to month,Yes
Customer_1700,Male,21,57.38,1215.940944378187,Month-to-month,Y
Customer_1701,M ,58,104.61,6088.484145184133,month to month,Yes
Customer_1702,male,18,81.78,1519.0760111743625,Month-to-month,Yes
Customer_1703,male,43,95.16,4030.2647408196135,Month-to-month,yes
Customer_1704,Female,6,41.4,277.70404252625656,One year,N
Customer_1705,FEMALE,67,91.65,6076.143005088012,Two year,yes
Customer_1706,f,12,42.76,548.1911251460537,Two year,N
Customer_1707,male,12,118.73,1440.7714158324425,Two year,No
Customer_1708,M ,66,75.99,5011.5097326261475,One year,N
Customer_1709,Female,2,89.56,177.24418937725727,month to month,Yes
Customer_1710,Female,15,31.84,484.4457609958736,Month-to-month,yes
Customer_1711,f,23,45.07,1091.1591898961317,One year,No
Customer_1712,M ,29,33.97,1035.2526012612543,month to month,Yes
Customer_1713,FEMALE,7,59.02,457.4099688147928,One year,No
Customer_1714,M ,28,48.41,1288.1598900514327,One year,Y
Customer_1715,FEMALE,14,93.29,1334.870431229983,month to month,no
Customer_1716,M ,44,30.87,1238.391799319056,Two year,Yes
Customer_1717,M ,30,95.21,2749.7650704708867,Month-to-month,yes
Customer_1718,Male,32,24.57,,Two year,N
Customer_1719,Female,70,40.2,2741.6535250333895,One year,Y
Customer_1720,M ,6,99.2,586.2438158874384,month to month,No
Customer_1721,f,27,94.28,2615.7770728837704,One year,no
Customer_1722,M ,24,67.63,1652.3083662576048,Two year,N
Customer_1723,male,34,25.0,868.5000099665206,Two year,Yes
Customer_1724,Female,40,80.99,3236.8789562385946,Two year,no
Customer_1725,male,47,60.67,2857.7845948273243,Month-to-month,Y
Customer_1726,Female,24,51.65,1208.3409258098166,Two year,no
Customer_1727,male,65,84.04,5438.62089588846,Month-to-month,Yes
Customer_1728,M ,18,63.66,1150.2031735198127,Month-to-month,Y
Customer_1729,M ,44,29.24,1298.180260682684,Two year,No
Customer_1730,Male,57,111.6,6353.307940015269,month to month,Yes
Customer_1731,f,28,97.85,2627.983475031816,One year,no
Customer_1732,male,71,25.64,1898.6837198966086,One year,Yes
Customer_1733,FEMALE,23,72.51,1714.5943277482634,Month-to-month,Y
Customer_1734,Male,34,28.34,953.3575221980932,Month-to-month,no
Customer_1735,male,11,103.73,1189.4514062453397,Month-to-month,No
Customer_1736,male,35,81.3,2827.573687362216,One year,N
Customer_1737,Male,42,37.24,1579.9569770755659,Month-to-month,yes
Customer_1738,M ,28,22.07,521.7993151082617,month to month,No
Customer_1739,male,24,23.16,568.6766862517039,month to month,Yes
Customer_1740,M ,8,70.74,551.8530847145646,Month-to-month,yes
Customer_1741,Male,53,93.44,4963.222809030708,One year,N
Customer_1742,M ,4,32.08,213.81441823259712,Two year,N
Customer_1743,Female,5,42.13,209.74564715917717,One year,Y
Customer_1744,FEMALE,49,52.73,2560.8942548737873,Two year,N
Customer_1745,male,30,41.81,1231.9796416568583,Two year,no
Customer_1746,f,63,59.13,3654.3829338305586,Month-to-month,no
Customer_1747,FEMALE,47,75.96,3590.3323299993226,month to month,Y
Customer_1748,M ,26,88.49,2327.461518877295,Month-to-month,N
Customer_1749,male,57,116.38,6636.93086064343,Two year,Yes
Customer_1750,M ,37,113.08,4229.955361278732,Month-to-month,No
Customer_1751,Female,7,77.01,585.5403696859541,Two year,yes
Customer_1752,Male,40,93.42,3740.291690430106,Month-to-month,Y
Customer_1753,male,39,115.09,4517.784789652511,month to month,N
Customer_1754,Female,62,28.35,1866.334046200946,month to month,Yes
Customer_1755,Female,53,20.56,1048.5773052299444,One year,Yes
Customer_1756,male,4,22.98,130.5782265109494,Two year,yes
Customer_1757,M ,25,76.33,1912.5912183148273,Two year,Y
Customer_1758,f,7,96.28,726.2473281554936,Month-to-month,No
Customer_1759,Female,28,56.71,1548.2055628059825,One year,No
Customer_1760,FEMALE,69,74.52,5151.893937093309,month to month,Y
Customer_1761,Female,67,71.64,4765.89999372006,Month-to-month,no
Customer_1762,f,20,29.48,501.25063096568897,One year,N
Customer_1763,M ,11,52.16,643.9793832859223,month to month,No
Customer_1764,M ,67,21.94,1448.256824335733,Month-to-month,no
Customer_1765,FEMALE,7,31.07,175.3658401529575,month to month,Y
Customer_1766,Female,23,101.19,2298.5252271361,Two year,N
Customer_1767,M ,61,102.94,6370.561966020877,One year,Yes
Customer_1768,f,71,100.19,7179.01638687407,month to month,Y
Customer_1769,male,34,92.68,3140.2101079870135,One year,Yes
Customer_1770,Male,19,99.33,1930.338709163174,Month-to-month,Y
Customer_1771,Male,58,87.1,4998.030689352113,One year,no
Customer_1772,Male,9,86.98,808.9971476598973,Month-to-month,N
Customer_1773,Female,48,86.74,4141.991788456252,One year,no
Customer_1774,FEMALE,41,71.4,2949.204909629899,Month-to-month,N
Customer_1775,M ,48,56.33,2635.1511470214245,Month-to-month,Y
Customer_1776,male,45,93.02,4156.14303990537,Month-to-month,Yes
Customer_1777,f,25,49.86,1255.5954299405012,month to month,Y
Customer_1778,male,25,74.29,1865.8167177985488,Two year,Yes
Customer_1779,f,19,63.34,1130.3191221067443,One year,no
Customer_1780,Female,39,47.66,1810.1477194525648,Two year,yes
Customer_1781,Male,27,117.47,3192.8608021988593,Two year,No
Customer_1782,Female,63,45.88,2905.7409650368513,Two year,no
Customer_1783,FEMALE,68,50.93,3496.014113695553,Two year,Y
Customer_1784,FEMALE,19,36.16,696.5500852389309,One year,Y
Customer_1785,f,28,102.3,2811.740345266852,One year,Yes
Customer_1786,M ,33,78.66,2578.0878659669957,Two year,No
Customer_1787,M ,10,81.3,839.5511196808895,One year,N
Customer_1788,f,30,102.06,3011.716152984998,One year,no
Customer_1789,FEMALE,22,54.29,1138.0785433373574,Month-to-month,No
Customer_1790,FEMALE,3,39.36,102.93127078904296,One year,No
Customer_1791,FEMALE,48,39.84,1925.8924955277655,month to month,no
Customer_1792,Female,2,93.26,94.37840727337509,Two year,Yes
Customer_1793,FEMALE,54,81.41,4384.0154611687485,One year,N
Customer_1794,male,6,40.63,269.70793510035105,Two year,Yes
Customer_1795,Male,40,34.51,1416.167991909364,One year,Yes
Customer_1796,FEMALE,2,32.07,13.951510252518709,Two year,yes
Customer_1797,f,2,82.78,,month to month,No
Customer_1798,Male,55,20.01,1150.2346757777732,One year,yes
Customer_1799,Female,60,21.83,1340.135258584056,One year,Yes
Customer_1800,f,6,58.96,333.1652132436559,month to month,N
Customer_1801,Male,19,89.13,1574.2098881436775,One year,no
Customer_1802,f,27,89.5,2426.9667703129403,Two year,No
Customer_1803,Female,1,63.01,141.93819537583474,month to month,no
Customer_1804,male,33,89.11,2981.833090626456,Month-to-month,Y
Customer_1805,Female,40,72.11,2922.1291198453146,Two year,No
Customer_1806,Female,32,117.69,3774.503930828024,One year,no
Customer_1807,f,69,36.25,,Two year,Yes
Customer_1808,M ,17,80.07,1376.3524363563652,month to month,yes
Customer_1809,FEMALE,8,69.12,465.64580368595915,One year,no
Customer_1810,FEMALE,57,39.45,2293.2289506547872,One year,N
Customer_1811,male,42,95.0,3946.9434051886747,month to month,Y
Customer_1812,male,9,47.55,431.3116493154737,Month-to-month,Yes
Customer_1813,FEMALE,35,58.17,2072.909838386954,One year,Y
Customer_1814,M ,71,57.48,4043.6212625930225,One year,N
Customer_1815,FEMALE,53,44.42,2304.9871606106362,One year,N
Customer_1816,M ,54,63.07,3429.6384954594914,Month-to-month,yes
Customer_1817,male,25,67.33,1627.5730219425836,Two year,Y
Customer_1818,Male,67,94.42,6316.500188441319,Month-to-month,N
Customer_1819,f,62,96.51,6040.038672996961,Two year,no
Customer_1820,male,55,35.86,2053.624614648219,One year,N
Customer_1821,male,46,79.28,3557.798503168478,Two year,N
Customer_1822,Female,24,109.62,2619.944581749924,Two year,no
Customer_1823,Female,46,30.88,1483.9824648207502,Two year,Yes
Customer_1824,Female,22,67.29,1460.474085663409,Two year,yes
Customer_1825,f,11,95.04,1085.034316661412,One year,yes
Customer_1826,Female,48,81.15,3938.5648682412952,month to month,No
Customer_1827,M ,8,30.06,209.93106575514642,Month-to-month,No
Customer_1828,FEMALE,39,59.66,2348.1709245753905,Two year,no
Customer_1829,Male,35,70.72,2499.673004164556,One year,N
Customer_1830,male,49,119.58,5904.929330718823,One year,Y
Customer_1831,M ,46,37.86,1660.3025119805648,One year,N
Customer_1832,Male,38,118.24,4557.761667100076,One year,N
Customer_1833,M ,8,57.61,495.22296286636015,Two year,Y
Customer_1834,M ,54,40.03,2105.100719023218,Month-to-month,Yes
Customer_1835,male,37,61.41,2265.779906692744,One year,yes
Customer_1836,FEMALE,40,81.4,3297.8918480606117,Month-to-month,no
Customer_1837,Female,34,41.35,1352.0446526412234,Month-to-month,Y
Customer_1838,f,17,49.14,789.1523780627771,Month-to-month,No
Customer_1839,FEMALE,33,105.45,3480.780401595623,month to month,no
Customer_1840,f,47,119.9,5613.488144831632,One year,Yes
Customer_1841,male,52,51.82,2707.183305684908,One year,no
Customer_1842,male,9,34.89,355.1578898883804,One year,Y
Customer_1843,male,33,99.32,3291.1721070484787,Month-to-month,Yes
Customer_1844,Male,60,80.05,4802.485065066194,One year,N
Customer_1845,f,21,30.04,672.2171576074711,One year,No
Customer_1846,FEMALE,58,114.68,6646.194987270307,Month-to-month,No
Customer_1847,FEMALE,69,27.8,1880.91311465331,One year,Y
Customer_1848,M ,10,82.54,883.1640894512786,Two year,Yes
Customer_1849,M ,6,62.39,253.4067618843858,month to month,No
Customer_1850,M ,13,75.66,986.7814977519246,Two year,Yes
Customer_1851,male,65,41.32,2667.628790595,Two year,no
Customer_1852,FEMALE,20,88.81,1730.049715144055,Two year,yes
Customer_1853,f,57,115.97,6625.219037560043,Month-to-month,yes
Customer_1854,male,46,65.84,3051.62563162695,One year,yes
Customer_1855,Male,8,72.3,536.9490572253831,Two year,No
Customer_1856,M ,10,43.98,370.0013368847563,Two year,Y
Customer_1857,male,67,109.19,7250.431836002379,One year,yes
Customer_1858,male,11,117.12,,Month-to-month,N
Customer_1859,Male,12,98.63,1279.7449567648407,Two year,Y
Customer_1860,Female,10,74.28,744.2775220697047,One year,yes
Customer_1861,FEMALE,25,115.68,2823.4213309919332,One year,no
Customer_1862,f,49,35.39,1726.8424476043704,month to month,yes
Customer_1863,Female,49,67.85,3214.6163553826523,Two year,Y
Customer_1864,M ,11,73.76,827.0939273091735,Two year,No
Customer_1865,male,62,69.19,4240.0769378901805,month to month,N
Customer_1866,Male,36,100.24,3548.1300077203628,One year,no
Customer_1867,Male,39,87.04,3443.441648340072,One year,Y
Customer_1868,FEMALE,53,32.67,1723.7977113487893,Two year,Yes
Customer_1869,Female,56,54.65,3103.683982602303,Two year,yes
Customer_1870,FEMALE,1,53.91,114.25552449304487,month to month,no
Customer_1871,male,56,76.56,4282.889418581889,Two year,No
Customer_1872,FEMALE,4,49.15,196.34208893839073,Two year,Yes
Customer_1873,f,30,31.73,1004.8136603989796,Month-to-month,yes
Customer_1874,Male,12,85.37,997.5011113030722,month to month,no
Customer_1875,Male,35,105.1,3736.231682895271,One year,N
Customer_1876,M ,52,113.16,,Two year,Y
Customer_1877,M ,31,117.26,3617.3195471066088,One year,yes
Customer_1878,male,68,98.11,6680.842151116806,Two year,no
Customer_1879,f,52,33.97,1706.1899427887313,Month-to-month,yes
Customer_1880,Female,7,105.31,755.6469474948044,month to month,N
Customer_1881,FEMALE,22,60.0,,month to month,no
Customer_1882,male,56,92.99,5170.830374484284,One year,Y
Customer_1883,M ,58,73.13,4203.0176145406285,Month-to-month,yes
Customer_1884,FEMALE,64,102.86,6539.437925211096,One year,no
Customer_1885,M ,12,62.55,672.2735751938797,Month-to-month,Yes
Customer_1886,FEMALE,7,26.18,263.7643551340773,Two year,No
Customer_1887,Female,55,75.68,4151.880611814458,Two year,N
Customer_1888,male,62,37.13,2234.4131964039643,Month-to-month,no
Customer_1889,FEMALE,55,116.55,6404.1345058906945,Two year,no
Customer_1890,f,36,72.7,2629.1943343079574,month to month,no
Customer_1891,Male,24,75.36,1767.7363555758013,Month-to-month,yes
Customer_1892,f,44,110.73,4853.886329832841,Month-to-month,N
Customer_1893,f,17,82.46,1467.0192996055453,One year,No
Customer_1894,Male,2,50.27,42.149390994894375,Month-to-month,N
Customer_1895,f,13,49.61,615.8489769754382,One year,yes
Customer_1896,FEMALE,31,70.16,,Month-to-month,no
Customer_1897,FEMALE,28,106.66,3077.6440471643964,month to month,N
Customer_1898,FEMALE,60,99.47,6001.107828047699,month to month,no
Customer_1899,Male,27,116.27,3136.8117426315935,month to month,No
Customer_1900,f,15,27.19,371.9464951757361,One year,Yes
Customer_1901,Male,33,46.83,1506.9895382478267,One year,yes
Customer_1902,FEMALE,20,28.02,546.9459345831248,Two year,Yes
Customer_1903,f,42,95.11,4019.4275027820427,One year,N
Customer_1904,f,12,34.08,355.7808516634675,One year,no
Customer_1905,M ,23,29.99,666.6141598023025,month to month,no
Customer_1906,M ,14,76.17,1109.2430293455907,Month-to-month,Y
Customer_1907,Female,25,61.15,1609.2066593410373,One year,Y
Customer_1908,male,31,91.51,2863.9862795600848,Two year,Yes
Customer_1909,M ,54,68.7,3676.6887203273245,Month-to-month,Y
Customer_1910,Male,5,62.53,304.89947886478194,One year,N
Customer_1911,M ,13,62.55,833.764356693821,Month-to-month,No
Customer_1912,Female,28,107.19,2986.746319117181,Month-to-month,N
Customer_1913,f,43,59.52,2594.951744153861,Month-to-month,Yes
Customer_1914,Female,47,53.34,2470.477720308675,Month-to-month,N
Customer_1915,f,71,53.85,3904.01409594208,Month-to-month,Y
Customer_1916,f,38,39.66,1502.7044206798569,One year,Y
Customer_1917,male,67,106.07,7075.134284746699,Month-to-month,No
Customer_1918,M ,62,34.66,2178.500250097436,Month-to-month,N
Customer_1919,Male,39,110.86,4274.582704411276,Two year,No
Customer_1920,Male,37,48.35,1796.3459512901388,Two year,Yes
Customer_1921,FEMALE,8,109.94,949.5901844522275,Month-to-month,yes
Customer_1922,f,52,99.08,5091.333005748087,One year,N
Customer_1923,Male,33,78.2,2640.1689584424025,Two year,N
Customer_1924,male,42,86.95,3587.3476891055357,Two year,No
Customer_1925,f,27,52.58,1460.6837627530208,Month-to-month,Y
Customer_1926,male,8,77.42,572.0282379887954,One year,Yes
Customer_1927,Male,23,49.24,1192.1111260911007,month to month,yes
Customer_1928,Male,64,60.23,3825.9153360063833,One year,N
Customer_1929,FEMALE,20,96.47,1911.574234599011,Two year,Yes
Customer_1930,Male,16,44.39,663.3179298114943,Two year,Y
Customer_1931,f,17,103.88,1645.3606412185886,Two year,yes
Customer_1932,f,19,57.59,1037.092897964087,Two year,yes
Customer_1933,f,8,73.22,501.5327759239582,Two year,No
Customer_1934,FEMALE,38,114.2,,Month-to-month,no
Customer_1935,FEMALE,38,88.13,3363.636992414311,Month-to-month,Y
Customer_1936,Male,53,84.56,,Month-to-month,no
Customer_1937,Female,31,91.16,2915.8275936308355,Two year,Y
Customer_1938,Female,44,111.81,4861.510135602607,Month-to-month,Yes
Customer_1939,FEMALE,60,44.85,2685.5041365398524,Two year,no
Customer_1940,Male,17,81.32,1440.6793662413081,One year,N
Customer_1941,Female,39,60.04,2275.9800177140046,month to month,N
Customer_1942,Male,42,21.19,950.1602197390952,One year,N
Customer_1943,Male,48,32.53,1622.4422779391682,month to month,yes
Customer_1944,Male,12,52.5,532.6943490508304,Month-to-month,No
Customer_1945,M ,18,76.5,1259.1958809851083,month to month,Y
Customer_1946,f,6,108.15,628.8875431673528,One year,No
Customer_1947,Male,43,99.11,4308.633741848653,One year,Y
Customer_1948,M ,35,75.33,2560.5636434439625,month to month,N
Customer_1949,FEMALE,54,27.39,1377.1447295066264,One year,yes
Customer_1950,Female,62,48.59,3015.798342357065,Month-to-month,yes
Customer_1951,f,69,56.67,3941.8679654533207,One year,yes
Customer_1952,Female,16,82.17,1280.7108389044556,month to month,yes
Customer_1953,f,8,26.49,181.99729744272463,Month-to-month,yes
Customer_1954,Female,31,73.02,2294.9544112667327,month to month,N
Customer_1955,f,10,110.15,1058.0039636177482,Two year,No
Customer_1956,Female,56,90.54,5030.496676700483,Two year,Yes
Customer_1957,Female,70,99.71,6993.564345317655,Month-to-month,no
Customer_1958,Female,20,88.17,1782.8498972742207,Month-to-month,No
Customer_1959,Female,5,40.66,192.10370875415256,One year,N
Customer_1960,FEMALE,23,31.05,788.3741961449226,month to month,no
Customer_1961,Male,9,102.95,964.0386512866859,Two year,Yes
Customer_1962,male,58,89.55,5176.353105674701,One year,Y
Customer_1963,M ,59,77.51,4508.554485339281,Two year,Yes
Customer_1964,male,54,38.93,2151.7911306118262,One year,Yes
Customer_1965,male,46,80.33,3746.5037960204095,One year,N
Customer_1966,f,22,23.13,503.9086863655973,Two year,Y
Customer_1967,Male,64,31.88,2054.164102069521,One year,no
Customer_1968,f,8,51.19,444.5821771397505,Two year,yes
Customer_1969,Male,20,64.37,1367.5551801595157,Month-to-month,Y
Customer_1970,Male,51,32.06,1679.422974728075,month to month,Y
Customer_1971,Female,39,31.99,1269.8608798950709,One year,Yes
Customer_1972,FEMALE,37,92.59,3472.317485366381,Two year,Y
Customer_1973,Female,50,76.97,3906.056184980337,Two year,No
Customer_1974,FEMALE,34,73.37,2508.1159718727968,month to month,yes
Customer_1975,f,33,65.24,2198.7964634345553,month to month,Yes
Customer_1976,FEMALE,31,117.65,3613.334557275492,month to month,no
Customer_1977,f,54,24.98,1400.683288626585,One year,no
Customer_1978,male,44,38.06,1641.2401165244012,Two year,no
Customer_1979,male,34,84.75,2831.083441193766,One year,no
Customer_1980,FEMALE,71,33.64,2381.9978660126335,One year,no
Customer_1981,FEMALE,62,78.94,4827.192099507055,Month-to-month,Yes
Customer_1982,f,23,76.78,1736.1149217739423,month to month,No
Customer_1983,Female,46,117.1,5405.523690832829,Month-to-month,No
Customer_1984,f,56,108.34,6080.936209748838,Month-to-month,no
Customer_1985,Female,7,114.56,833.8979282750673,One year,No
Customer_1986,male,61,31.36,1945.7101567309726,One year,yes
Customer_1987,Male,3,106.81,339.1405126895013,Two year,No
Customer_1988,FEMALE,38,32.91,1207.9975762858369,Month-to-month,Y
Customer_1989,Female,34,83.29,2878.0234945272728,month to month,no
Customer_1990,f,44,92.01,4042.959117017801,Month-to-month,Y
Customer_1991,male,30,36.09,1094.7135661381774,Two year,Y
Customer_1992,Female,17,83.27,1420.7953573463838,Month-to-month,no
Customer_1993,f,59,25.25,1568.4800405263875,Month-to-month,N
Customer_1994,FEMALE,10,49.33,433.55624820812704,Month-to-month,Yes
Customer_1995,FEMALE,18,112.12,2001.0038143572353,Two year,N
Customer_1996,M ,45,37.17,1699.2177271352396,Month-to-month,No
Customer_1997,Male,59,26.53,1566.3654295461224,One year,N
Customer_1998,M ,62,64.37,3966.7050854305876,Month-to-month,yes
Customer_1999,male,59,105.06,6102.638162027224,One year,N
Customer_2000,Female,49,27.67,1341.4834824476009,Month-to-month,N
Customer_2001,male,63,55.55,3517.771226230678,One year,Yes
Customer_2002,f,32,109.98,3546.5357420648784,Month-to-month,yes
Customer_2003,FEMALE,10,31.82,309.7962893357219,month to month,N
Customer_2004,M ,11,51.07,570.6688355927226,One year,no
Customer_2005,M ,70,97.84,6791.625824819087,month to month,No
Customer_2006,M ,62,74.32,4627.310148029445,One year,N
Customer_2007,male,47,103.23,4852.281914621806,Month-to-month,Yes
Customer_2008,FEMALE,34,31.16,1067.7004672319367,Two year,no
Customer_2009,Female,17,112.06,1894.0477947926713,Month-to-month,Yes
Customer_2010,f,54,113.49,6139.101149707545,Two year,Y
Customer_2011,Female,40,35.53,1452.9305959825572,month to month,N
Customer_2012,male,19,23.39,457.1829178919115,Two year,No
Customer_2013,f,67,118.98,7880.515770451524,Two year,No
Customer_2014,M ,53,68.23,3629.998272411052,Two year,no
Customer_2015,Male,64,77.21,4922.046640258349,Two year,no
Customer_2016,male,47,81.59,3799.320278755788,month to month,no
Customer_2017,male,6,98.97,661.2786489536385,Two year,No
Customer_2018,FEMALE,16,101.2,1572.5742434999684,Month-to-month,N
Customer_2019,Female,18,39.39,668.0360191730531,One year,Y
Customer_2020,male,52,43.66,2158.2505206372994,One year,No
Customer_2021,male,48,107.68,5240.6657436112755,Month-to-month,no
Customer_2022,M ,43,101.95,4428.407273030969,month to month,yes
Customer_2023,M ,39,81.76,3172.028566662344,Month-to-month,N
Customer_2024,f,49,119.47,5884.669990323949,Month-to-month,Y
Customer_2025,Male,12,93.52,1010.9610901847315,Two year,No
Customer_2026,FEMALE,10,41.58,439.56428872811637,Two year,yes
Customer_2027,Male,71,104.66,7388.006603512678,month to month,N
Customer_2028,f,55,61.47,3464.5376249000633,month to month,Y
Customer_2029,M ,1,23.62,41.99711993696401,One year,No
Customer_2030,Female,49,52.14,2561.410338600759,month to month,N
Customer_2031,M ,36,96.36,3427.9247557043254,Month-to-month,N
Customer_2032,FEMALE,21,116.02,2395.6974705392477,One year,no
Customer_2033,M ,37,47.61,1791.1976769320802,One year,No
Customer_2034,FEMALE,24,44.65,1030.096603615944,Two year,N
Customer_2035,FEMALE,55,76.36,4156.330881740506,Two year,Y
Customer_2036,FEMALE,25,101.17,2599.6042416761215,One year,no
Customer_2037,f,7,94.65,676.9275028232059,Two year,N
Customer_2038,FEMALE,71,76.0,5341.190558634223,Two year,Yes
Customer_2039,FEMALE,71,83.14,5930.527327743464,Two year,yes
Customer_2040,Female,24,44.21,1047.0869926891394,One year,N
Customer_2041,Male,11,63.26,607.5688731841303,One year,no
Customer_2042,male,12,45.54,521.5295747452134,One year,no
Customer_2043,Male,35,108.44,3742.9709343929076,Month-to-month,Y
Customer_2044,FEMALE,63,31.26,,One year,N
Customer_2045,Female,68,87.97,5949.18089894192,Two year,N
Customer_2046,M ,57,46.03,2628.2551125221908,One year,Y
